"","Pop","Latitude","Longitude","Distance","MAT","MSP","CMD","RH","MAT_Distance","MSP_Distance","CMD_Distance","RH_Distance","Fruit_no_damage","Seeds","Flowering_Date","Leaf_Toughness","Water_Content","Growth_Rate","Bolt_Date","SLA","Above_mass","Below_mass","Num_Trichomes","Leaf_Herb_Sept","bug","Hight","Leaf_herb_July","S.florida","M.brevivatella","Leaf_Totphe","Leaf_pH_10","Flower_Totphe","Flower_pH_10","Fruit_Totphe","Fruit_pH_10","Leaf_Oenothein_B","Leaf_Oenothein_A","Leaf_Ox_Oenothein_A","Flower_Oenothein_B","Flower_Oenothein_A","Flower_Ox_Oenothein_A","Fruit_Oenothein_B","Fruit_Oenothein_A","Fruit_Ox_Oenothein_A"
"66",727,41.234169,-85.852814,603,9.5,465,202,62,1.6,9,81,-7,174,44420.2,233.8,133,75.524515202,0.0900019,133,49.14966263,83.74,7.5,150.2,4.48,11.2,114.4,0.6,0.2,0,83.9609259,11.63277155,59.77667037,12.00280344,131.1498974,38.24809259,5.655260546,36.56190199,13.0783595,6.059124268,17.71856203,2.83480129,5.610176996,62.61782226,14.52602866
"67",728,42.02335,-93.625626,1168,9.2,532,145,60,1.3,76,24,-9,47.25,8866.75,216.75,146.25,73.792860445,0.109481111,132,46.4833017675,32.325,3.3,97.75,0.525,9,126.5,0.525,9.25,0,91.96567679,26.05041432,62.90809983,14.03968387,96.37849597,27.82173113,69.86961988,4.244757666,4.736894461,36.80138323,5.626816377,0.687807146,44.2876431,11.3392479,2.147464226
"68",729,43.401875,-95.184128,1260,7.4,461,206,59,-0.5,5,85,-10,20.6,4832.8,176.2,108,73.921776972,0.0973380276,131.8,51.82482443,5.7,0.28,175.2,3.26,8,64.75,0.56,0.4,0,60.05487157,19.70813064,61.11828987,14.98927933,100.1278134,26.55192202,35.03058997,4.83290665,2.138167366,31.23678123,4.722356465,1.146312032,44.3863057,10.01016507,4.254147681
"69",730,36.865601,-87.488617,1041,14.2,499,289,60,6.3,43,168,-9,114,13915.6666666667,239.333333333333,128.333333333333,75.01473923,0.077815125,138,59.18331048,63.8666666666667,6.26666666666667,164.333333333333,1.5,1,115.5,0.4,0,0,87.30052989,16.03426786,60.69817042,9.93540207,61.8882285,10.77818777,0.729483562,44.81518646,2.920110795,1.27297719,22.04216848,0.114619198,1.357436406,22.85623272,0.119445161
"70",731,37.443889,-85.743614,899,13.4,561,180,61,5.5,105,59,-8,55.256,5043.8,213.4,95,72.1291275375,0.0727876976,135.4,57.12800662,18.96,1.83333333333333,95.3333333333333,1.56,7.6,98.25,0.04,0,0.8,85.3347463,16.82390662,NA,NA,113.0325484,26.72104725,1.1243016,18.07727,17.6612541,3.325525651,11.995914,1.278903784,3.397943885,43.12308757,7.190829089
"71",732,37.083401,-88.599953,1086,14.1,491,262,63,6.2,35,141,-6,51.764,14310.2,253,142,74.809650084,0.0984997534,144.75,63.681233454,53.22,3.96666666666667,177.2,3.2,1.8,130.8,0.24,0.2,0.2,83.74609999,22.00021107,41.71004977,7.792313142,151.0914317,39.29870644,0.754114785,15.40075063,11.8863282,1.667349457,6.655766705,0.360741862,5.765107029,102.7863771,3.29136999
"72",733,39.290385,-76.61219,780,12.9,494,190,66,5,38,69,-3,19.82,5033.75,258.333333333333,120,82.3349048666667,0.0850151673333333,167.333333333333,85.7744947233333,12.3,1.575,104.666666666667,0.51785714275,0,75.25,0.7,6.5,2,86.78107225,17.95329833,40.46388889,6.345670109,NA,NA,18.650356,18.0392679,8.752109333,1.106780248,9.549765509,0.353544119,NA,NA,NA
"73",734,45.412512,-84.612534,430,6.2,390,264,58,-1.7,-66,143,-11,50.656,6638.4,203.8,113,69.51453868,0.08020586,136.2,51.19296849,8.08,0.56,97.4,1.62,9.8,84.4,3.165,0,0.8,82.91771095,18.37191102,54.71491437,14.35630682,66.58601791,16.19497628,56.96285579,6.006185963,3.279910963,34.54222545,6.008453881,0.318820363,35.04659143,8.803696742,2.617818947
"74",735,46.475225,-89.939888,859,4.3,480,115,60,-3.6,24,-6,-9,128.22,28635.6666666667,201,120,75.8110611933333,0.1087692575,131,44.49740591,44.5,3.86666666666667,91.3333333333333,1.26666666666667,9.5,127.5,0.466666666666667,0.333333333333333,4.33333333333333,82.92053525,17.55583962,65.0904808,16.18765754,120.9414677,34.20229372,44.64033019,9.354022062,6.692729499,35.02604831,13.10962886,0.695243018,51.37633805,35.13655605,6.843965388
"75",736,30.396033,-88.885307,1722,19.8,718,106,71,11.9,262,-15,2,0,0,NA,120,NA,NA,NA,NA,NA,NA,NA,0.428571429,0,NA,NA,NA,NA,72.3153641,12.91296526,NA,NA,NA,NA,6.719632926,26.70654354,3.361619863,NA,NA,NA,NA,NA,NA
"76",737,36.991148,-91.49263,1277,13.2,517,271,57,5.3,61,150,-12,51,1003.66666666667,158.333333333333,73.3333333333333,75.3505897066667,0.0792165286666667,135,53.24816287,43.9333333333333,5.65,57,1.96666666666667,8.66666666666667,130.333333333333,1.93333333333333,0,0,102.0123446,32.25544044,25.64809229,2.94639961,102.5968325,25.73488159,6.788333121,53.69249265,2.804027829,2.328564519,3.057882486,0.541815501,4.104669904,44.32466281,5.018771716
"77",738,36.991165,-91.492638,1277,13.2,517,271,57,5.3,61,150,-12,38.2133333333333,9431,242.333333333333,110,70.46399682,0.115809793,131,46.4540171833333,22.8333333333333,2.1,77,1.3,9.5,119,0.2,0,0.666666666666667,101.8743637,19.51879345,57.77893144,10.13775235,129.2934943,33.30084341,5.06267458,44.36808736,7.413084995,6.585711978,12.38760065,2.52644334,2.215775749,77.52216317,4.635835928
"78",739,38.642541,-90.32373,1081,12.7,459,267,63,4.8,3,146,-6,14,2348.8,248.75,95,78.8853104266667,0.121819782,182.666666666667,72.6663552633333,11.22,1.66666666666667,87,1.175,1.5,67.3333333333333,0.62,0,0,89.86706645,31.50422005,70.77038944,16.66717552,138.7087429,37.0459084,0.759355902,44.61624878,5.890949366,3.434189698,32.29240704,0.587333065,8.429601036,108.833538,1.628308383
"79",740,36.757039,-90.392883,1222,14.3,480,330,59,6.4,24,209,-10,127.4,28712,201,146.25,71.4447737775,0.118417798333333,129.333333333333,39.575019185,58.8,3.425,77,0.8,5.8,118.75,0.875,0,0,95.9634801,19.01272248,67.82611837,14.70806634,112.402588,28.39586399,14.516586,35.12177692,7.536383077,11.39396835,16.68739297,2.024665443,5.524793102,57.00032412,4.596044521
"80",741,42.742517,-71.589531,660,8,467,170,58,0.0999999999999996,11,49,-11,37.928,8223,198.5,119,72.765087295,0.063601701,136.5,52.2872509875,17.18,1.8,83.5,3.2066666666,11.4,65.5,1.205,0,0.5,98.95797493,23.26467057,47.98755135,11.84199162,105.2319448,22.63544336,73.70655549,8.325495364,3.040537628,26.70829579,3.424108115,0.21172281,71.88962751,8.6432643,2.41580217
"81",742,40.796795,-74.481506,550,10,572,113,60,2.1,116,-8,-9,231.66,35656.5,234.75,105,76.42386958,0.1144877735,131,51.0918645433333,93.225,7.2,156,2.8,7.75,124.5,0.65,0.75,0.5,105.4563443,28.82406021,33.53472392,6.352339065,145.4823339,46.20227778,84.31065841,4.734053815,5.223532289,13.33096803,1.179001232,0.28479931,72.31790707,14.01735088,3.868010526
"82",743,40.672486,-74.357536,567,11.1,555,122,63,3.2,99,1,-6,99.6666666666667,23026.6666666667,214.5,106.666666666667,70.1163908166667,0.0830161736666667,135.666666666667,46.6402236433333,50,4.7,121,1.2,8.33333333333333,99.5,0.45,0.5,0,89.61208015,22.5156734,24.50074589,4.60054893,134.4003279,29.48816247,5.296972973,46.78509134,3.917341542,1.252089826,0.50373201,0.305215285,3.900033563,82.44328364,3.970557319
"83",744,42.142852,-77.054688,291,8.1,429,231,59,0.199999999999999,-27,110,-10,94.692,8913.4,222.6,126,75.32353963,0.0977271802,139.4,53.90289961,46.46,6.5,92.2,1.26,4.8,84,0.30277777775,13.4,0.6,92.94996861,23.93542855,42.40839234,10.66757875,99.52533941,26.1547856,72.18323301,8.56622971,3.074674078,21.67323436,3.207843857,0.595796965,38.34093451,4.995846614,2.106334163
"84",745,42.142852,-77.054688,291,8.1,429,231,59,0.199999999999999,-27,110,-10,111.364,25462.2,213,118,74.781619224,0.0959986438,132.8,48.220268162,35.94,3.66,53.4,1.88,10.6,108.4,0.48,10.2,0.2,97.96518684,26.45413358,42.97162522,10.78272675,78.92044461,21.17042756,86.41084938,10.22602941,2.918151557,25.5084525,3.76406625,0.4546787,43.67356204,8.61925636,1.37270274
"85",746,41.778461,-73.748108,535,8.5,506,157,57,0.6,50,36,-12,157,36977.5,231,147.5,71.945196675,0.1031851385,130.5,40.138038015,80.75,7.6,149,3.25,12.5,126,1.55,2,0,102.4460378,19.7016535,71.02108067,18.87877683,161.800302,39.78581713,0.775771695,36.58714005,14.22371862,3.51493852,27.15345026,1.194887143,4.792986451,110.4232732,13.80585773
"86",747,42.829807,-78.636429,152,8.2,461,152,65,0.299999999999999,5,31,-4,121.764,14787.4,205,158,75.79050702,0.1044606832,131.4,53.012031998,37.02,4.48,122.4,3.9,9,112.4,0.82,6,0.2,69.81881264,20.30020418,58.09773007,13.99487329,99.19738651,21.90020385,31.97358673,9.393609119,6.511599385,28.76631934,8.279192602,0.952516429,28.5720858,20.0540075,3.6465758
"87",748,42.829806,-78.636436,152,8.2,461,152,65,0.299999999999999,5,31,-4,33.764,5957,223.75,101.25,72.43817142,0.104479719,131.5,50.2871227975,25.6,3.15,87.25,1,11.25,109.25,0.95,20.75,0.25,72.89064083,19.84192411,55.93207301,12.97170135,97.56142318,22.79833827,49.83490882,6.95169227,0.447479683,36.40129714,2.985364662,0.083329825,60.56403351,12.11995202,0.192557185
"88",749,42.829806,-78.636436,152,8.2,461,152,65,0.299999999999999,5,31,-4,72.6,16476.2,218,108.2,72.948456046,0.0934076045,133.25,52.40693383,39.24,1.73333333333333,105.4,1.2822222222,8,92.5,1.02,1.8,0,95.75621689,24.91090016,44.19687248,11.07133994,112.2808164,33.57305334,77.90526503,7.198106915,2.837901618,20.26024807,0.626044701,0.390021999,77.53551855,11.86328431,3.382226848
"89",750,42.829806,-78.636436,152,8.2,461,152,65,0.299999999999999,5,31,-4,59,10206,224.5,117.5,72.772271155,0.07577105575,134.25,43.2302136625,41.925,4.2,88.75,2,8.25,81.5,0.575,41.5,0,63.74107293,14.34461148,46.15485466,11.94874091,97.54638112,25.85402296,44.40718485,6.39873,0.2194815,24.32535207,0.525185961,0.159870345,60.70895471,11.27063113,0.117158725
"90",751,44.310051,-73.352631,496,6.8,417,174,62,-1.1,-39,53,-7,10.39,2193.66666666667,198,111.666666666667,74.9574511183333,0.1085568772,132.5,51.7210814716667,5.36,0.75,239.5,1.25,8.8,98.4,2.25,5.4,7.4,96.99809812,26.44184306,36.59665453,8.95359874,92.45160903,26.00096335,71.32623916,5.242864328,4.773121394,18.57022374,1.832491067,0.767271465,57.12940689,5.018620479,3.743664321
"91",752,42.167019,-76.820511,303,8.4,424,242,60,0.5,-32,121,-9,59.748,8889.4,215,110,74.64724162,0.0771315568,135.4,53.037035786,22.38,1.525,134.2,3.42,16.4,80.4,1.6,1.2,1.4,83.61288444,24.66271801,33.29905114,8.026439836,127.9265721,38.58015953,73.14871558,5.286904346,4.747523077,4.035681333,0.51154321,0.109206222,74.70190814,13.90040218,5.767085204
"92",753,43.082556,-78.968094,115,8.8,425,169,67,0.9,-31,48,-2,139.364,23273.4,225.8,92,75.599146514,0.1043683286,130.6,48.713508058,87.66,8.975,153.4,1.9,9.6,115.2,1,20.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",754,43.082556,-78.968094,115,8.8,425,169,67,0.9,-31,48,-2,75.092,14444.2,237.8,113,77.09228227,0.112465481,131.5,55.298960862,46.54,5.13333333333333,114,4.32,8.75,124.5,0.76,8.8,0.6,91.2584986,23.98678719,54.3560586,12.34889389,112.8551021,30.35787356,83.67506525,6.7428348,4.289028641,33.33424867,3.811607411,0.754643465,64.29991733,10.60072963,2.071245037
"94",755,43.082556,-78.968094,115,8.8,425,169,67,0.9,-31,48,-2,133.092,33465.6,233,96,74.702271014,0.0776941396,132.4,49.6737673175,65.68,4.94,105,1.78,9.2,110.6,1.225,12.6,0.6,82.21071692,20.22433158,52.11539853,11.59921092,120.320225,31.1469303,72.93174476,5.360521092,3.353427295,33.9580409,5.259803678,0.515760139,74.84204423,12.15639177,2.521280572
"95",756,44.070702,-75.923096,290,7.1,410,187,63,-0.800000000000001,-46,66,-6,132.435,28783.75,231.25,93.75,75.122663305,0.11267134725,131.75,52.1650723666667,53.925,6.06666666666667,115.25,1.80833333325,10.75,119.25,0.65,10,1.75,85.27586659,21.68357224,49.21362117,10.92509736,127.0268552,30.13119618,76.99458927,5.643996991,3.862805015,32.12609277,3.693164043,0.717361928,100.6351441,13.83140728,4.479793887
"96",757,42.981389,-78.855278,129,8.8,437,144,69,0.9,-19,23,0,167.856,27117.6,222.2,106,78.011116814,0.0806401954,133.6,52.372530524,81.74,6.28,137.6,2.38,13.4,108.75,1.06,14.8,0.8,88.10842347,20.3845863,57.86683631,15.14667919,154.3153245,36.8955785,76.30379816,6.56993084,3.228017725,35.73731069,7.580086628,0.549322011,123.2551928,22.9261086,2.225362293
"97",758,42.981389,-78.855278,129,8.8,437,144,69,0.9,-19,23,0,167.005,31787.75,225,111.25,76.2779820175,0.10313792225,130.75,52.0332627725,86.95,9.4,127.75,2.775,9.5,106.25,0.65,14.25,2.75,97.7399891,26.34912968,52.46342073,11.03030319,146.441846,34.72031703,30.46215692,30.39577482,7.46792016,17.57610044,12.26707927,2.256115707,36.52259819,73.07487412,6.404336657
"98",759,44.22395,-74.464058,407,4.7,512,87,57,-3.2,56,-34,-12,56.9,8058.66666666667,184.666666666667,113.333333333333,73.0314830633333,0.120220158333333,132,50.71694526,12.9,1.85,72,4.8,18,84.5,2.31534391533333,1,11.6666666666667,82.74934051,21.88645639,36.38238999,8.502032081,54.18405722,6.692667286,69.0590156,5.632488676,4.915875591,17.69110482,3.478186496,0.558427811,18.60038688,1.034839109,1.793091584
"99",760,42.963947,-78.737808,135,8.7,443,135,69,0.799999999999999,-13,14,0,85.055,16859.25,200.5,133.75,70.6654591825,0.11632002,130.25,46.549021145,22.9333333333333,1.63333333333333,102.25,1.4,7,113,0.075,0,5.25,80.15185449,22.58043385,36.53451262,8.477102713,NA,NA,60.01718831,3.832630391,2.8244333,18.68364415,2.987388535,0.270772758,NA,NA,NA
"100",761,35.357709,-76.224503,1004,16.6,632,119,66,8.7,176,-2,-3,42.512,8129.2,202,138,74.105569388,0.099914777,132.75,65.281866128,33.775,3.275,161,1.245,8.8,98.2,1.68,0,2.66666666666667,83.55837208,21.3637555,64.93016638,16.91879097,91.25471555,26.92457497,47.02738466,13.64753885,6.728635789,34.95587691,11.45757108,0.52522098,30.49978799,26.2429834,4.017392969
"101",762,35.991865,-78.690216,895,15.1,530,266,61,7.2,74,145,-8,119.88,17196,249,146.666666666667,78.04731458,0.113465478,130,108.179815485,105.8,7.2,113.666666666667,1,1.5,89,2,0,1,92.59267698,20.71752929,48.47547614,10.99599189,178.4223756,57.64578288,0.743524184,28.49118942,12.91208368,9.898992018,12.91143366,0.737140214,80.55927086,69.25515853,4.634232511
"102",763,35.909561,-82.213181,930,11,574,106,58,3.1,118,-15,-11,52.692,16689,207.8,107.5,71.581565456,0.0792821492,131.8,65.8701677825,18.58,1.9,167.4,0.8,10.2,111.5,0.475,1.2,0.6,83.52328729,24.63701203,63.10538515,16.73698012,113.5336629,33.7473459,59.37216768,2.589733566,3.929867629,38.5101106,9.435263739,1.337547498,66.0712916,15.72789051,5.660301038
"103",765,36.194986,-81.735519,889,10.1,603,33,62,2.2,147,-88,-7,127.2,23015,217.75,104,74.5189822,0.107814418,139,49.245628326,61.92,6.92,135.6,1,5,108.8,0.5314285714,0,0,90.97409372,19.40317527,51.74031636,11.6683841,176.0094616,59.30076562,6.199880533,49.03834144,3.774285246,9.224839756,21.26511341,0.233039902,18.07821854,121.2711645,0.271441613
"104",765,36.194986,-81.735519,889,10.1,603,33,62,2.2,147,-88,-7,127.2,23015,217.75,104,74.5189822,0.107814418,139,49.245628326,61.92,6.92,135.6,1,5,108.8,0.5314285714,0,0,90.97409372,19.40317527,62.13470006,16.1666707,176.0094616,59.30076562,6.199880533,49.03834144,3.774285246,9.224839756,21.26511341,0.233039902,18.07821854,121.2711645,0.271441613
"105",766,35.030126,-83.015846,1040,13.1,871,0,59,5.2,415,-121,-10,184.2,33260,247.8,126,76.371394422,0.1112155466,130.4,53.782476862,105.7,12.7,138,2.26,13,143.6,0.5,0,0,101.2224396,24.32685245,59.21724859,11.06475847,161.7033722,49.00669184,1.963419383,52.92944812,8.949611356,2.539756546,20.94402812,0.885856446,9.783275465,106.9917385,5.591313418
"106",767,35.854604,-77.055511,932,15.7,617,183,61,7.8,161,62,-8,255.8,51040.6,243.25,138.75,73.931217364,0.1043704836,134.8,57.26882329,117.375,9.875,147.4,1.58,6.4,154.75,0.35,0,0,81.80650556,17.04437631,48.38465132,10.03968761,123.6640749,34.02431241,0.761492108,32.88348523,5.546077189,1.391047552,14.75817807,0.08998042,6.070782589,79.84101811,3.920376389
"107",768,40.031183,-81.588455,475,10.8,474,246,59,2.9,18,125,-10,232.2,49604.2,233.6,122.5,75.07302667,0.086750704,132.2,54.506078808,82.98,6.6,113.4,2.04,13.8,123,0.68,3.4,0,105.1410908,25.71144859,67.70985144,17.07433326,195.6484097,60.7536413,7.276510998,38.24637856,13.25392189,11.69531866,18.60370297,1.325497129,17.65278502,123.6366177,11.68894332
"108",769,40.298672,-83.067963,509,10.3,456,256,60,2.4,0,135,-9,287.964,52281,206.8,144,74.212015122,0.118161631,130.4,53.138378328,80.625,7.05,101,1.1377777778,13,109.5,0.56,10.8,0.2,81.1254439,18.50954746,72.97241931,17.08024762,139.0315442,41.85208617,0.354336693,35.28063478,5.939147945,1.488597723,21.47199266,2.164717409,2.317395524,79.71819479,7.9083273
"109",770,39.96173,-82.491264,513,10.5,503,210,59,2.6,47,89,-10,67.955,14008.75,205.25,108.75,67.2940345,0.06379625525,130,43.96590136,19.975,1.56666666666667,102.75,2.875,19.3333333333333,110.5,0.475,3,0.25,79.22405108,21.27889406,50.84862548,11.64470173,108.2127338,28.26309881,49.59932156,7.065008612,4.56763435,25.86493899,7.558848114,0.333101529,46.70164506,23.51598826,5.023654795
"110",771,39.993684,-81.734016,483,10.7,470,249,60,2.8,14,128,-9,263.6,56393.8,227,139,75.277526774,0.0963908266,131.4,52.94918484,132.14,9.82,142.2,1.42,8.2,114,0.52,3.2,0,88.93359502,19.93460978,64.39432549,13.16184552,143.1908834,31.79387737,3.166891886,29.46929133,10.73145152,6.749275249,18.70858939,2.546492629,7.678212108,62.02981938,12.80995047
"111",772,45.573164,-122.156479,3336,11.2,349,257,67,3.3,-107,136,-2,40.78,8578,199,143.75,76.13553924,0.1017956105,130.75,48.077649545,14.1,0.925,74,2.475,11.5,97,0.366666666666667,3.25,4,88.95260469,27.07821085,53.33868299,13.36310599,134.5277304,37.30679313,77.04452344,7.83962334,3.04849571,34.47089202,4.336073892,0.258705517,108.1754826,12.76924295,12.91407867
"112",773,45.523432,-122.676208,3377,12,192,423,67,4.1,-264,302,-2,50.54,10740.5,200.75,126.25,77.0232070475,0.08687564825,131.25,54.941867045,14.775,0.666666666666667,124.25,2.025,9.5,94.6666666666667,2.95,5.25,9.5,84.22133221,29.74501581,59.05049511,14.77879375,106.735997,30.19436583,64.77118064,7.791644254,3.575383667,37.75168211,4.568334608,0.613488991,57.96108521,10.84128557,6.843262602
"113",774,39.725828,-76.328781,547,11.3,484,187,64,3.4,28,66,-5,0,0,179.5,170,75.2790126,NA,NA,57.03538974,3.725,0.7,176,1.62053571425,0,37.25,0.99166666675,NA,NA,68.93634442,14.46999649,44.08248802,10.47175804,NA,NA,0.461303343,12.81977964,7.669225532,25.14233408,4.184676514,0.511671289,NA,NA,NA
"114",775,41.733124,-77.64193,298,7.3,494,133,60,-0.600000000000001,38,12,-9,57.628,9676.6,186.2,119,69.332515954,0.1097048572,132.2,43.416832502,18.22,0.35,115.4,4.02,7.8,78,1.35,3.8,5.4,75.28482557,19.69428431,71.95982715,18.45526766,87.97569875,22.79699906,36.58963969,7.277467139,5.210460971,38.31615929,9.030030196,1.98803382,23.10448951,3.04868541,5.477935461
"115",776,41.997863,-77.125137,300,8,425,249,58,0.0999999999999996,-31,128,-11,293.75,72349.5,235.25,123.75,74.7391833125,0.11407242525,131,59.19680614,143.575,16,78.75,2.975,17.75,152.333333333333,0.25,35.25,0,102.5936439,21.09443161,61.74893266,13.04702276,145.8115521,35.48525655,1.035448006,52.061903,7.406969867,2.111496855,20.78211671,3.339747125,28.08126397,85.63088848,8.442924412
"116",777,41.997863,-77.125137,300,8,425,249,58,0.0999999999999996,-31,128,-11,130.605,28295.75,200.75,133.75,70.537220305,0.1100128625,132.25,44.7389941425,38.675,4.8,83.75,2,14.25,120.75,1.425,15.5,7.75,79.29956381,22.28684299,35.25593822,7.769229626,98.9051743,23.27746656,59.80192065,6.78055625,3.2447835,15.67512872,2.918094397,0.335971025,66.32516492,14.44548077,3.737140615
"117",778,41.469147,-79.123497,286,7.4,552,98,59,-0.5,96,-23,-10,89.644,18033,211.5,112.5,74.88370017,0.090135265,132,54.0015246825,85.725,7.66666666666667,106.75,1.325,7.2,114.25,1.75,22.25,5.25,82.48999383,21.44664447,49.54648124,10.47409801,110.7918635,28.7136645,60.67095074,4.95533276,4.138084381,30.064138,2.961370968,0.915000202,62.26116618,5.33779902,6.949759902
"118",779,41.469147,-79.123497,286,7.4,552,98,59,-0.5,96,-23,-10,113.352,21452.6,201.4,113,75.136978592,0.0991799868,132.2,58.062020146,49.26,6.74,83.8,2.98,9.6,115.2,0.9,20.4,3.6,70.11213714,18.45459135,59.23073245,13.72151247,132.4173638,34.01169478,48.75710758,4.431198327,2.828095768,35.48637637,3.757409684,1.16276568,92.49491527,14.2990561,7.373742623
"119",780,35.045631,-85.309685,1113,14.9,524,257,61,7,68,136,-8,9.75,1490.75,263,147.5,68.2817062766667,0.036632197,177,48.59697448,7.93333333333333,0.6,178.666666666667,7.94761904633333,0,60.3333333333333,0.266666666666667,0,0,81.50581051,19.60924143,64.26347637,11.75362087,142.7458392,33.20629315,0.70201648,13.37173194,14.60810916,1.619907924,19.7704012,2.378772718,5.737492051,93.02866658,13.23469185
"120",781,35.240081,-85.839699,1114,13.4,601,95,65,5.5,145,-26,-4,159.25,38554,228.5,151.25,74.1253461525,0.098410267,136,56.083197155,74.875,6.25,134,2.95,6,132.25,0.625,2.5,0,93.67768933,19.70231758,67.68850018,15.31014982,181.4111349,47.76927033,0.447747297,34.92014765,10.14267067,2.978185545,37.87647153,0.214223564,3.635309664,117.344733,4.049876704
"121",782,44.33782,-72.756264,543,5.6,524,82,59,-2.3,68,-39,-10,115.16,23952.75,204.5,108.75,75.0553292625,0.089650272,134,49.326185015,40.725,3.53333333333333,93.75,1.1,7.75,92.25,0.45,13.25,0.5,84.27069891,22.03373593,57.54163438,13.91229676,95.36142113,24.11795836,58.81135805,5.319474937,2.999060351,24.39156604,16.85994522,0.277658765,58.33228897,10.09701348,6.745991275
"122",783,37.33,-76.669998,782,14.7,557,204,63,6.8,101,83,-6,57.3333333333333,7008,260.666666666667,131.666666666667,72.1381018466667,0.0875298425,133.5,57.31894063,40.1666666666667,0.1,61.6666666666667,2.13333333333333,2.5,107,0.366666666666667,0,0,73.73090914,19.44523346,NA,NA,NA,NA,11.7452437,11.12701555,9.049791331,NA,NA,NA,NA,NA,NA
"123",784,38.029306,-78.476677,672,13.4,531,230,60,5.5,75,109,-9,163.8,20358.2,233,101,74.015874865,0.10971882475,131.6,52.891816735,74.325,2.76666666666667,68,1.85,8.4,125,1.025,2,0,82.07161713,25.02572397,45.04010126,7.888558289,130.0608907,37.73672451,58.63549361,5.589197,3.109346975,2.974769824,12.68231934,2.320872559,3.783413854,59.79181585,7.800453073
"124",785,37.514904,-76.984833,754,14.3,514,253,62,6.4,58,132,-7,61.612,14858.4,190.5,125,75.14543683,0.1042825124,132,42.130336552,19.7,1.72,117.8,1.9,9.2,87.5,3.1,5.2,6.6,83.92248318,20.23755389,78.90749579,25.4617149,104.2901164,32.49767746,5.149538157,28.00224712,11.69052369,46.87010468,6.419653941,0.83879931,79.62297201,7.458149062,6.901921915
"125",786,37.540725,-77.43605,786,13.9,494,271,61,6,38,150,-8,19.5,2174,249.75,113.75,73.8209136675,0.12623905675,135,64.0361632725,29.4333333333333,1.63333333333333,148,4.925,7.25,121.75,0.425,0.666666666666667,0,81.87196911,17.56754498,45.59153741,10.2343982,131.1090698,33.0485093,0.915958006,22.37270267,14.30809376,3.776440668,9.638570727,2.06075668,11.28582918,82.68330064,13.49306748
"126",787,38.713452,-77.795273,608,12.5,495,237,61,4.6,39,116,-8,85.75,15428,276.666666666667,355.666666666667,74.322409165,0.0887020003333333,143.666666666667,47.9487987666667,35.65,3.46666666666667,99.5,1.85625,5.75,71.25,1.06666666666667,10,0,81.33692144,16.02676439,53.08930564,14.1406873,143.0268383,36.8962908,0.765401907,22.29344957,13.89997341,2.825663338,20.5253614,2.262217784,6.227054587,80.82246814,17.93346126
"127",788,46.889947,-124.104134,3453,9.8,318,133,73,1.9,-138,12,4,16,1474,218,112.5,71.881025335,NA,169,42.183429035,10.05,1,199.5,2.45,1,77,2.688888889,1,0,90.90431835,24.1767329,88.4056341,23.65418807,157.7216877,43.9755061,66.7613997,7.761549118,4.308995466,63.59296421,13.03352783,0.490968652,116.8138832,18.42496542,7.735413636
"128",789,45.904559,-122.743988,3373,11.4,203,419,65,3.5,-253,298,-4,90.908,17138.8,191.2,160,72.873711644,0.08956352175,131,41.603716272,27.6,1,151.8,1.68,6.75,94.75,2.5,10.4,9.4,79.60454336,20.5919813,90.84390759,24.92511773,127.4612263,40.5186153,53.79233769,6.047992087,2.980774481,61.7772091,8.529983847,0.758422167,103.9690952,11.91303981,7.409226771
"129",790,38.791397,-79.441299,582,9.3,452,224,58,1.4,-4,103,-11,22.88,4724.33333333333,198,105,79.86359186,0.0781740405,134,65.3292609,15.3666666666667,2.95,103.333333333333,0.966666666666667,3,61,1.01666666666667,22,1,96.58128519,26.41164344,37.39441626,9.648685349,95.52444105,30.8140916,75.54199965,5.869382872,3.738493703,20.42512768,2.480250611,0.520409095,61.86750975,3.346075,5.903128
"130",791,46.592443,-90.883797,933,4.9,459,145,58,-3,3,24,-11,96.696,30378.8,199.2,119,72.466589308,0.0720013808,133,46.88103751,19.875,2.26666666666667,105.4,1.82,8.6,87.8,2.9285714286,0,2.8,82.19172681,23.85651932,40.07337811,12.34881346,97.12351326,26.31070447,52.91708276,7.641621689,4.251774813,17.31891558,4.174239019,0.589942697,33.3847706,17.49531095,2.586719403
"131",792,42.928896,-88.837051,761,8.2,458,202,61,0.299999999999999,2,81,-8,151,34208,214,103.75,74.4652886466667,0.0909512034,133.25,48.456570865,53.26,4.58,78.25,1.53333333333333,12.8,120.666666666667,0.725,2.5,0,80.38541738,18.49170509,47.67653767,10.9570881,104.1549432,22.88803762,3.872944135,46.08403715,3.583877517,5.763953702,21.62650862,1.010344219,1.609382307,61.16979547,4.309685067
"132",798,46.592441,-90.883789,933,4.9,459,145,58,-3,3,24,-11,0,0,NA,65,NA,NA,NA,NA,0.1,0.1,NA,1,0,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
